# Timestamp KF, Num CovKFs, Num KFs, Num RecentMPs, Num MPs, processKF, MPCulling, CreateMP, SearchNeigh, BA, KFCulling, [numFixKF_LBA]
0,0,1,373,373,29.325201,0.037344,0.027345,2.267772,0.041804,0.004138,0
103735900,1,2,538,513,1.352011,0.037222,16.955617,5.124046,0.064244,0.001423,0
207338100,2,3,543,655,26.207141,0.371907,47.133712,0.000237,0.000000,0.000000,0
311075200,3,4,569,803,21.109896,0.249232,50.042526,0.000121,0.000000,0.000000,0
414691700,4,5,580,917,18.788303,0.265712,50.701638,0.000112,0.000000,0.000000,0
518430200,5,6,629,990,34.723753,0.805237,56.384516,0.000172,0.000000,0.000000,0
622044800,6,7,630,1060,26.485670,0.433756,51.298802,0.000122,0.000000,0.000000,0
725797700,7,8,588,1025,20.412241,0.381055,39.142464,0.000129,0.000000,0.000000,0
829419900,7,9,604,1147,19.216298,0.280292,58.649265,0.000122,0.000000,0.000000,0
933146700,8,10,721,1304,18.431381,0.269120,65.821674,0.000126,0.000000,0.000000,0
1036910000,6,11,715,1294,30.938503,0.287313,37.949453,0.000134,0.000000,0.000000,0
1140497000,7,12,663,1298,24.983072,0.320850,46.957278,0.000111,0.000000,0.000000,0
1244242000,6,13,668,1415,22.196472,0.282120,56.508578,0.000118,0.000000,0.000000,0
1347979000,6,14,688,1502,21.210244,0.251161,45.124547,0.000139,0.000000,0.000000,0
1451596000,7,15,653,1616,28.539133,0.504708,62.069165,0.000144,0.000000,0.000000,0
1555212000,8,16,786,1805,20.087529,0.351702,71.884661,0.000129,0.000000,0.000000,0
1658960000,7,17,871,1908,19.911833,0.360522,66.176636,0.000127,0.000000,0.000000,0
1762569000,9,18,749,1848,18.799239,0.392691,48.856166,0.000137,0.000000,0.000000,0
1866302000,9,19,728,1926,18.034559,0.343301,66.692225,0.000139,0.000000,0.000000,0
1969923000,10,20,775,2058,18.238479,0.294389,59.098158,0.000129,0.000000,0.000000,0
2073666000,11,21,792,2126,20.102285,0.347403,63.896730,0.000133,0.000000,0.000000,0
2177281000,10,22,784,2190,19.946797,0.385573,59.337789,0.000113,0.000000,0.000000,0
2281017000,12,23,785,2256,19.217676,0.614181,75.810012,0.000131,0.000000,0.000000,0
2384639000,13,24,779,2281,17.640695,0.506154,67.070826,0.000124,0.000000,0.000000,0
2488250000,13,25,793,2366,17.566991,0.594751,69.905042,0.000122,0.000000,0.000000,0
2591988000,13,26,845,2421,17.092098,0.518961,62.456119,0.000113,0.000000,0.000000,0
2695832000,14,27,774,2372,19.420363,0.480817,50.208237,0.000155,0.000000,0.000000,0
2799367000,14,28,702,2413,17.883005,0.427559,66.234070,0.000107,0.000000,0.000000,0
2903084000,13,29,717,2492,18.744644,0.330105,58.807398,0.000122,0.000000,0.000000,0
3006768000,15,30,709,2548,19.360375,0.372691,52.154895,0.000124,0.000000,0.000000,0
3110441000,15,31,692,2603,18.936093,0.556919,66.119071,0.000111,0.000000,0.000000,0
3214057000,18,32,711,2720,19.733964,0.475254,61.931429,0.000118,0.000000,0.000000,0
3317669000,13,33,792,2809,17.365830,0.427043,63.002548,0.000116,0.000000,0.000000,0
3421285000,15,34,809,2980,17.852633,0.406663,91.162867,0.000116,0.000000,0.000000,0
3524925000,17,35,856,3068,19.461049,0.554528,69.787546,0.000134,0.000000,0.000000,0
3628545000,14,36,832,3126,24.918611,3.199800,85.119370,0.000090,0.000000,0.000000,0
3732256000,14,37,866,3160,18.419597,0.447219,73.387718,0.000108,0.000000,0.000000,0
3835871000,14,38,770,3183,19.068709,0.546216,61.427052,0.000123,0.000000,0.000000,0
3939488000,14,39,669,3213,18.302042,0.436831,65.161037,0.000119,0.000000,0.000000,0
4043107000,15,40,741,3358,18.051810,0.373291,87.194672,0.000109,0.000000,0.000000,0
4146888000,17,41,776,3451,22.788120,0.567036,77.385685,0.000123,0.000000,0.000000,0
4250460000,17,42,709,3398,21.176633,0.536853,53.198010,0.000121,0.000000,0.000000,0
4354202000,19,43,635,3399,19.051895,0.468714,61.097956,0.000088,0.000000,0.000000,0
4457940000,17,44,593,3391,20.878489,0.373315,45.765011,0.000121,0.000000,0.000000,0
4561559000,20,45,586,3407,19.299339,0.352277,50.781334,0.000115,0.000000,0.000000,0
4665293000,20,46,593,3466,18.739480,0.321070,58.298837,0.000124,0.000000,0.000000,0
4768912000,21,47,511,3428,17.794403,0.270663,35.928275,0.000137,0.000000,0.000000,0
4872532000,20,48,545,3601,17.439064,0.278597,67.212924,0.000127,0.000000,0.000000,0
4976146000,20,49,719,3826,17.775073,0.300698,75.166114,0.000166,0.000000,0.000000,0
5079909000,20,50,779,3979,18.242796,0.506123,81.366103,0.000105,0.000000,0.000000,0
5183503000,20,51,851,4049,17.330025,0.599312,81.964073,0.000145,0.000000,0.000000,0
5287117000,20,52,903,4193,17.402462,0.502547,79.447291,0.000129,0.000000,0.000000,0
5390861000,18,53,916,4256,20.149018,0.659060,76.568392,0.000102,0.000000,0.000000,0
5494473000,19,54,908,4283,21.151582,0.624018,62.052235,0.000138,0.000000,0.000000,0
5598233000,15,55,798,4292,20.566323,0.610701,56.255740,0.000128,0.000000,0.000000,0
5701829000,15,56,732,4396,19.168813,0.482726,77.535174,0.000112,0.000000,0.000000,0
5805571000,17,57,811,4537,18.135235,0.367882,65.303436,0.000127,0.000000,0.000000,0
5909185000,14,58,851,4698,17.993619,0.418810,77.509698,0.000105,0.000000,0.000000,0
6012921000,24,59,899,4731,18.858839,0.438668,76.272329,0.000126,0.000000,0.000000,0
6116541000,14,60,920,4885,18.083470,0.541999,84.284008,0.000101,0.000000,0.000000,0
6220278000,13,61,872,4847,19.057098,0.520875,61.420338,0.000143,0.000000,0.000000,0
6323895000,14,62,855,4971,20.143460,0.661852,87.707205,0.000113,0.000000,0.000000,0
6427659000,12,63,866,5030,18.898531,0.650413,84.413422,0.000137,0.000000,0.000000,0
6531383000,12,64,917,5138,18.201446,0.595052,88.011985,0.000134,0.000000,0.000000,0
6634992000,12,65,908,5163,18.518841,0.608002,72.791220,0.000105,0.000000,0.000000,0
6738741000,14,66,787,5142,24.975241,0.508338,56.618957,0.000130,0.000000,0.000000,0
6842350000,14,67,716,5175,22.932053,0.402830,59.093821,0.000116,0.000000,0.000000,0
6945963000,16,68,700,5231,21.964739,0.350113,56.092038,0.000131,0.000000,0.000000,0
7049705000,17,69,686,5283,20.734082,0.372513,62.905470,0.000123,0.000000,0.000000,0
7153323000,15,70,575,5218,25.602178,0.589466,45.299766,0.000152,0.000000,0.000000,0
7256934000,16,71,558,5244,21.242828,0.397468,59.257357,0.000118,0.000000,0.000000,0
7360549000,16,72,575,5327,19.289024,0.294904,50.802727,0.000140,0.000000,0.000000,0
7464167000,18,73,588,5346,19.713593,0.335138,53.549519,0.000101,0.000000,0.000000,0
7567786000,17,74,534,5352,19.070047,0.273156,40.976752,0.000110,0.000000,0.000000,0
7671396000,18,75,598,5450,18.707935,0.282112,66.006145,0.000115,0.000000,0.000000,0
7775144000,19,76,600,5517,19.440391,0.246892,41.373401,0.000124,0.000000,0.000000,0
7878754000,20,77,639,5624,19.884405,0.303032,66.405398,0.000134,0.000000,0.000000,0
7982493000,18,78,636,5769,23.319761,0.414138,60.487531,0.000141,0.000000,0.000000,0
8086111000,21,79,730,5981,21.764009,0.367970,80.623957,0.000140,0.000000,0.000000,0
