# Timestamp KF, Num CovKFs, Num KFs, Num RecentMPs, Num MPs, processKF, MPCulling, CreateMP, SearchNeigh, BA, KFCulling, [numFixKF_LBA]
0,0,1,373,373,29.982683,0.053489,0.035321,2.445049,0.097736,0.003886,0
103735900,1,2,543,517,1.385120,0.040359,17.660320,5.522314,0.057809,0.001365,0
207338100,2,3,546,659,26.170802,0.341330,49.100246,0.000218,0.000000,0.000000,0
311075200,3,4,477,707,22.540170,0.302558,29.075776,0.000135,0.000000,0.000000,0
414691700,4,5,487,826,21.081553,0.277906,55.459520,0.000083,0.000000,0.000000,0
518430200,5,6,639,1004,20.973811,0.322087,60.215112,0.000157,0.000000,0.000000,0
622044800,6,7,588,1016,33.477344,0.419847,32.593066,0.000140,0.000000,0.000000,0
725797700,7,8,572,1016,22.203551,0.504764,56.060174,0.000138,0.000000,0.000000,0
829419900,8,9,661,1208,19.642346,0.322628,66.172118,0.000162,0.000000,0.000000,0
933146700,9,10,730,1315,18.814018,0.406698,58.067790,0.000119,0.000000,0.000000,0
1036910000,7,11,803,1415,18.330038,0.327340,66.003931,0.000116,0.000000,0.000000,0
1140497000,7,12,748,1405,18.286961,0.321001,40.500809,0.000130,0.000000,0.000000,0
1244242000,7,13,661,1442,18.248593,0.326716,53.809672,0.000130,0.000000,0.000000,0
1347979000,7,14,738,1608,18.338993,0.218648,55.674320,0.000128,0.000000,0.000000,0
1451596000,7,15,733,1740,17.463119,0.275167,77.277816,0.000091,0.000000,0.000000,0
1555212000,8,16,804,1869,29.284056,1.716057,72.123220,0.000113,0.000000,0.000000,0
1658960000,8,17,869,1969,18.545644,0.443182,68.995368,0.000109,0.000000,0.000000,0
1762569000,9,18,735,1912,17.909378,0.370587,48.614774,0.000127,0.000000,0.000000,0
1866302000,9,19,745,2018,16.977405,0.311707,72.629170,0.000113,0.000000,0.000000,0
1969923000,10,20,812,2172,21.522019,0.239868,73.835542,0.000121,0.000000,0.000000,0
2073666000,11,21,812,2206,19.754379,0.494963,62.085314,0.000131,0.000000,0.000000,0
2177281000,11,22,799,2283,17.640824,0.375638,64.433104,0.000114,0.000000,0.000000,0
2281017000,12,23,811,2370,18.725014,0.344826,74.800629,0.000141,0.000000,0.000000,0
2384639000,11,24,784,2386,16.888066,0.478312,62.127537,0.000132,0.000000,0.000000,0
2488250000,13,25,819,2487,16.768117,0.345659,74.202918,0.000133,0.000000,0.000000,0
2591988000,12,26,850,2533,16.780901,0.355033,60.232835,0.000100,0.000000,0.000000,0
2695832000,15,27,791,2510,20.347820,0.363977,65.441716,0.000130,0.000000,0.000000,0
2799367000,14,28,716,2557,17.981964,0.487750,66.816890,0.000132,0.000000,0.000000,0
2903084000,16,29,724,2622,17.438871,0.440089,66.137296,0.000098,0.000000,0.000000,0
3006768000,15,30,723,2690,17.478457,0.408209,61.054358,0.000095,0.000000,0.000000,0
3110441000,16,31,681,2704,19.663273,0.363681,60.261048,0.000095,0.000000,0.000000,0
3214057000,17,32,691,2803,34.813600,0.598301,72.395284,0.000133,0.000000,0.000000,0
3317669000,14,33,755,2869,42.063753,0.548425,62.995881,0.000112,0.000000,0.000000,0
3421285000,14,34,718,2964,24.510100,0.424313,70.573593,0.000104,0.000000,0.000000,0
3524925000,14,35,734,3028,21.170766,0.387182,62.092186,0.000096,0.000000,0.000000,0
3628545000,12,36,780,3133,20.792474,0.353841,67.891343,0.000126,0.000000,0.000000,0
3732256000,13,37,820,3156,23.326014,0.347363,54.786645,0.000129,0.000000,0.000000,0
3835871000,14,38,738,3182,23.463338,0.349984,62.053758,0.000106,0.000000,0.000000,0
3939488000,13,39,653,3230,19.808108,0.335045,59.611028,0.000113,0.000000,0.000000,0
4043107000,15,40,679,3312,21.152861,0.296346,65.426828,0.000133,0.000000,0.000000,0
4146888000,17,41,720,3417,19.566537,0.348561,71.222021,0.000128,0.000000,0.000000,0
4250460000,18,42,710,3423,19.254404,0.363693,51.860852,0.000131,0.000000,0.000000,0
4354202000,18,43,639,3408,23.846961,0.596342,57.237751,0.000143,0.000000,0.000000,0
4457940000,18,44,601,3413,20.155089,0.451109,57.242172,0.000130,0.000000,0.000000,0
4561559000,19,45,545,3370,18.940378,0.362835,38.494875,0.000087,0.000000,0.000000,0
4665293000,20,46,538,3404,20.346738,0.473455,50.976150,0.000130,0.000000,0.000000,0
4768912000,20,47,622,3533,18.512941,0.271280,62.181982,0.000130,0.000000,0.000000,0
4872532000,18,48,634,3665,18.320625,0.270556,67.436574,0.000084,0.000000,0.000000,0
4976146000,21,49,671,3765,18.073301,0.299909,62.889439,0.000113,0.000000,0.000000,0
5079909000,20,50,720,3938,18.566937,0.351055,77.805317,0.000101,0.000000,0.000000,0
5183503000,16,51,846,4053,20.334083,0.394376,80.578314,0.000112,0.000000,0.000000,0
5287117000,16,52,927,4212,19.083337,0.525215,92.507156,0.000096,0.000000,0.000000,0
5390861000,16,53,966,4313,18.497041,0.597319,83.777262,0.000101,0.000000,0.000000,0
